City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Ship Date,Ship Mode
Arlington,United States,KH-16510,Keith Herrera,6/18/2019,CA-2019-133242,22204,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",6/24/2019,Standard Class
Chesapeake,United States,MM-17920,Michael Moore,9/5/2020,US-2020-121013,23320,FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",9/10/2020,Standard Class
Richmond,United States,LC-17050,Liz Carlisle,2/3/2020,CA-2020-118514,40475,FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,2/10/2020,Standard Class
Lafayette,United States,CS-12355,Christine Sundaresam,12/24/2021,CA-2021-124296,70506,FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",12/28/2021,Standard Class
Columbia,United States,GB-14575,Giulietta Baptist,9/21/2019,CA-2019-158421,29203,FUR-CH-10000309,Global Comet Stacking Arm Chair,9/26/2019,Standard Class
Jonesboro,United States,HL-15040,Hunter Lopez,1/20/2018,US-2018-147627,72401,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",1/26/2018,Standard Class
Columbus,United States,BD-11500,Bradley Drucker,1/26/2021,US-2021-105935,31907,FUR-FU-10002157,Artistic Insta-Plaque,1/31/2021,Standard Class
Henderson,United States,GW-14605,Giulietta Weimer,2/16/2020,CA-2020-108105,42420,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,2/23/2020,Standard Class
Springfield,United States,BD-11605,Brian Dahlen,4/12/2020,CA-2020-112102,22153,FUR-TA-10004086,KI Adjustable-Height Table,4/16/2020,Standard Class
Hattiesburg,United States,JS-16030,Joy Smith,7/19/2020,CA-2020-163776,39401,FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,7/25/2020,Standard Class
Chesapeake,United States,AI-10855,Arianne Irving,12/17/2021,CA-2021-116855,23320,FUR-CH-10003846,Hon Valutask Swivel Chairs,12/21/2021,Standard Class
Fayetteville,United States,TS-21655,Trudy Schmidt,12/25/2020,CA-2020-148684,72701,FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",12/29/2020,Standard Class
Macon,United States,JC-15775,John Castell,9/14/2018,CA-2018-159184,31204,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",9/19/2018,Standard Class
Salem,United States,AM-10705,Anne McFarland,7/21/2021,CA-2021-104731,24153,FUR-FU-10003274,Regeneration Desk Collection,7/27/2021,Standard Class
Virginia Beach,United States,OT-18730,Olvera Toch,10/26/2021,CA-2021-162173,23464,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",11/1/2021,Standard Class
Lafayette,United States,MC-17275,Marc Crier,9/24/2019,CA-2019-143119,70506,FUR-CH-10001270,Harbour Creations Steel Folding Chair,9/30/2019,Standard Class
Little Rock,United States,LT-17110,Liz Thompson,6/1/2018,US-2018-165659,72209,FUR-FU-10001935,3M Hangers With Command Adhesive,6/6/2018,Standard Class
Henderson,United States,AB-10105,Adrian Barton,11/19/2021,CA-2021-101042,42420,FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",11/23/2021,Standard Class
Hattiesburg,United States,JS-16030,Joy Smith,7/19/2020,CA-2020-163776,39401,FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",7/25/2020,Standard Class
Jackson,United States,MC-17845,Michael Chen,12/14/2020,CA-2020-146143,39212,FUR-FU-10002045,"Executive Impressions 14""",12/19/2020,Standard Class
Richmond,United States,DC-13285,Debra Catini,12/7/2021,US-2021-136189,23223,FUR-FU-10000175,DAX Wood Document Frame,12/11/2021,Standard Class
Chesapeake,United States,NF-18385,Natalie Fritzler,2/11/2018,CA-2018-127614,23320,FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,2/15/2018,Standard Class
Mobile,United States,NW-18400,Natalie Webber,9/15/2019,CA-2019-102582,36608,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",9/19/2019,Standard Class
Jackson,United States,MT-17815,Meg Tillman,7/25/2020,CA-2020-104157,39212,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",7/29/2020,Standard Class
Jonesboro,United States,LH-16900,Lena Hernandez,8/19/2018,US-2018-156559,72401,FUR-BO-10000711,"Hon Metal Bookcases, Gray",8/26/2018,Standard Class
Atlanta,United States,SC-20380,Shahid Collister,5/19/2021,CA-2021-138975,30318,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,5/23/2021,Standard Class
Jacksonville,United States,NC-18415,Nathan Cano,10/14/2020,CA-2020-156503,28540,FUR-CH-10003606,SAFCO Folding Chair Trolley,10/20/2020,Standard Class
Hialeah,United States,DL-12865,Dan Lawera,10/15/2018,CA-2018-143182,33012,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",10/20/2018,Standard Class
Memphis,United States,DC-12850,Dan Campbell,8/13/2021,CA-2021-128363,38109,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,8/18/2021,Standard Class
Pembroke Pines,United States,NR-18550,Nick Radford,6/3/2021,CA-2021-140872,33024,FUR-BO-10002824,Bush Mission Pointe Library,6/10/2021,Standard Class
Monroe,United States,JE-15715,Joe Elijah,6/15/2021,CA-2021-126914,28110,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,6/19/2021,Standard Class
Boynton Beach,United States,DO-13645,Doug O'Connell,9/4/2021,US-2021-117450,33437,FUR-CH-10003817,"Global Value Steno Chair, Gray",9/8/2021,Standard Class
Greenville,United States,SW-20245,Scot Wooten,2/25/2021,US-2021-134642,27834,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",3/1/2021,Standard Class
Chattanooga,United States,TT-21070,Ted Trevino,11/29/2021,CA-2021-108035,37421,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",12/3/2021,Standard Class
Jackson,United States,ES-14020,Erica Smith,11/20/2021,CA-2021-103499,38301,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,11/24/2021,Standard Class
Memphis,United States,DC-12850,Dan Campbell,8/13/2021,CA-2021-128363,38109,FUR-CH-10002073,Hon Olson Stacker Chairs,8/18/2021,Standard Class
Saint Petersburg,United States,LC-16885,Lena Creighton,6/12/2021,CA-2021-143861,33710,FUR-FU-10001546,Dana Swing-Arm Lamps,6/19/2021,Standard Class
Tampa,United States,PR-18880,Patrick Ryan,4/11/2019,CA-2019-125563,33614,FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,4/17/2019,Standard Class
Tampa,United States,SW-20455,Shaun Weien,7/17/2021,CA-2021-139948,33614,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7/22/2021,Standard Class
Miami,United States,SS-20875,Sung Shariari,11/20/2019,CA-2019-163965,33180,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,11/27/2019,Standard Class
Charlotte,United States,NF-18385,Natalie Fritzler,7/16/2021,US-2021-152842,28205,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",7/23/2021,Standard Class
Monroe,United States,JE-15715,Joe Elijah,6/15/2021,CA-2021-126914,28110,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,6/19/2021,Standard Class
Columbia,United States,TS-21505,Tony Sayre,12/20/2018,CA-2018-134551,38401,FUR-CH-10004287,SAFCO Arco Folding Chair,12/25/2018,Standard Class
Knoxville,United States,GM-14440,Gary McGarr,3/21/2018,US-2018-155544,37918,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,3/25/2018,Standard Class
Miami,United States,ZC-21910,Zuschuss Carroll,3/8/2020,CA-2020-169103,33142,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",3/13/2020,Standard Class
Tampa,United States,PR-18880,Patrick Ryan,4/11/2019,CA-2019-125563,33614,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",4/17/2019,Standard Class
Jacksonville,United States,JG-15115,Jack Garza,12/3/2019,CA-2019-123092,28540,FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",12/7/2019,Standard Class
Jacksonville,United States,SH-20395,Shahid Hopkins,11/3/2018,CA-2018-165764,28540,FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,11/7/2018,Standard Class
Raleigh,United States,BW-11065,Barry Weirich,8/11/2019,CA-2019-119634,27604,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",8/16/2019,Standard Class
Columbia,United States,SO-20335,Sean O'Donnell,9/9/2021,CA-2021-147228,38401,FUR-FU-10000023,Eldon Wave Desk Accessories,9/14/2021,Standard Class
Knoxville,United States,GM-14440,Gary McGarr,3/21/2018,US-2018-155544,37918,FUR-FU-10001473,DAX Wood Document Frame,3/25/2018,Standard Class
Nashville,United States,RB-19360,Raymond Buch,5/29/2020,CA-2020-156573,37211,FUR-FU-10001085,3M Polarizing Light Filter Sleeves,6/2/2020,Standard Class
Fayetteville,United States,CM-11935,Carlos Meador,1/22/2020,US-2020-135923,28314,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",1/28/2020,Standard Class
Deltona,United States,BM-11785,Bryan Mills,12/14/2018,CA-2018-116568,32725,FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",12/20/2018,Standard Class
Miami,United States,EB-13870,Emily Burns,1/30/2021,CA-2021-148999,33142,FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",2/4/2021,Standard Class
Hollywood,United States,XP-21865,Xylona Preis,9/28/2018,CA-2018-114335,33021,FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,10/3/2018,Standard Class
Miramar,United States,DK-12895,Dana Kaydos,11/15/2021,CA-2021-108112,33023,FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",11/20/2021,Standard Class
Miramar,United States,DK-12895,Dana Kaydos,11/15/2021,CA-2021-108112,33023,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",11/20/2021,Standard Class
Wilson,United States,SG-20470,Sheri Gordon,5/20/2019,CA-2019-153535,27893,FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",5/24/2019,Standard Class
Hendersonville,United States,DK-12985,Darren Koutras,12/23/2021,CA-2021-140627,37075,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",12/27/2021,Standard Class
Fort Lauderdale,United States,HZ-14950,Henia Zydlo,11/25/2021,CA-2021-124765,33311,FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,11/30/2021,Standard Class
Greenville,United States,SW-20245,Scot Wooten,2/25/2021,US-2021-134642,27834,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",3/1/2021,Standard Class
Jacksonville,United States,CJ-12010,Caroline Jumper,5/1/2021,CA-2021-102204,32216,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,5/6/2021,Standard Class
Concord,United States,BP-11290,Beth Paige,7/21/2020,CA-2020-142895,28027,FUR-CH-10002961,"Leather Task Chair, Black",7/26/2020,Standard Class
Chattanooga,United States,TT-21070,Ted Trevino,11/29/2021,CA-2021-108035,37421,FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",12/3/2021,Standard Class
Chattanooga,United States,ZD-21925,Zuschuss Donatelli,5/5/2020,US-2020-147991,37421,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",5/9/2020,Standard Class
Concord,United States,AG-10675,Anna Gayman,1/14/2020,CA-2020-133368,28027,FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,1/20/2020,Standard Class
Fayetteville,United States,CM-11935,Carlos Meador,1/22/2020,US-2020-135923,28314,FUR-FU-10002107,Eldon Pizzaz Desk Accessories,1/28/2020,Standard Class
Greensboro,United States,DL-12865,Dan Lawera,5/2/2020,CA-2020-154060,27405,FUR-CH-10002304,"Global Stack Chair without Arms, Black",5/8/2020,Standard Class
Charlotte,United States,JE-15715,Joe Elijah,9/2/2020,CA-2020-106950,28205,FUR-TA-10001768,Hon Racetrack Conference Tables,9/6/2020,Standard Class
Jacksonville,United States,SH-20395,Shahid Hopkins,11/3/2018,CA-2018-165764,28540,FUR-TA-10001768,Hon Racetrack Conference Tables,11/7/2018,Standard Class
Jackson,United States,JL-15130,Jack Lebron,12/22/2021,CA-2021-150910,38301,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",12/28/2021,Standard Class
Burlington,United States,SC-20380,Shahid Collister,11/30/2021,CA-2021-142090,27217,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,12/7/2021,Standard Class
Daytona Beach,United States,SA-20830,Sue Ann Reed,4/26/2019,CA-2019-122266,32114,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,4/30/2019,Standard Class
Jacksonville,United States,CJ-12010,Caroline Jumper,5/1/2021,CA-2021-102204,32216,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,5/6/2021,Standard Class
Fort Lauderdale,United States,HF-14995,Herbert Flentye,11/27/2020,CA-2020-104276,33311,FUR-TA-10001039,KI Adjustable-Height Table,12/3/2020,Standard Class
Concord,United States,WB-21850,William Brown,12/12/2018,CA-2018-141607,94521,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,12/17/2018,Standard Class
Los Angeles,United States,ZC-21910,Zuschuss Carroll,11/6/2021,CA-2021-100013,90045,FUR-FU-10001424,Dax Clear Box Frame,11/11/2021,Standard Class
Los Angeles,United States,MC-18100,Mick Crebagga,11/19/2021,CA-2021-126242,90049,FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",11/24/2021,Standard Class
Westminster,United States,JL-15505,Jeremy Lonsdale,8/7/2021,CA-2021-156776,92683,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",8/11/2021,Standard Class
Bellevue,United States,RD-19900,Ruben Dartt,5/26/2019,CA-2019-148964,98006,FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",5/31/2019,Standard Class
Seattle,United States,TR-21325,Toby Ritter,9/8/2020,CA-2020-110009,98103,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",9/13/2020,Standard Class
Seattle,United States,FH-14350,Fred Harton,2/13/2021,CA-2021-104801,98105,FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",2/19/2021,Standard Class
Seattle,United States,GM-14680,Greg Matthias,8/11/2018,CA-2018-127012,98105,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",8/15/2018,Standard Class
Spokane,United States,BP-11230,Benjamin Patterson,11/21/2021,CA-2021-142888,99207,FUR-TA-10004767,Safco Drafting Table,11/25/2021,Standard Class
Las Vegas,United States,NW-18400,Natalie Webber,11/21/2019,CA-2019-115511,89115,FUR-BO-10002598,"Hon Metal Bookcases, Putty",11/25/2019,Standard Class
Seattle,United States,VG-21790,Vivek Gonzalez,7/29/2021,US-2021-115301,98103,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",8/2/2021,Standard Class
Seattle,United States,SO-20335,Sean O'Donnell,12/1/2021,CA-2021-166926,98105,FUR-BO-10002598,"Hon Metal Bookcases, Putty",12/8/2021,Standard Class
Costa Mesa,United States,DB-13060,Dave Brooks,2/26/2021,CA-2021-121258,92627,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,3/3/2021,Standard Class
Los Angeles,United States,BP-11230,Benjamin Patterson,12/15/2020,US-2020-116442,90004,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",12/22/2020,Standard Class
Los Angeles,United States,LH-17155,Logan Haushalter,6/19/2019,CA-2019-121965,90032,FUR-FU-10000732,Eldon 200 Class Desk Accessories,6/23/2019,Standard Class
Los Angeles,United States,AP-10915,Arthur Prichep,9/29/2018,CA-2018-146969,90045,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,10/3/2018,Standard Class
Los Angeles,United States,CS-11950,Carlos Soltero,10/21/2020,CA-2020-161746,90045,FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",10/27/2020,Standard Class
Los Angeles,United States,JL-15835,John Lee,2/2/2021,CA-2021-161333,90045,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",2/7/2021,Standard Class
Los Angeles,United States,CB-12025,Cassandra Brandow,8/28/2019,CA-2019-121188,90049,FUR-FU-10003981,Eldon Wave Desk Accessories,9/4/2019,Standard Class
Los Angeles,United States,MV-17485,Mark Van Huff,1/20/2018,CA-2018-148614,90049,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",1/25/2018,Standard Class
Moreno Valley,United States,DN-13690,Duane Noonan,12/22/2020,CA-2020-114860,92553,FUR-FU-10001934,Magnifier Swing Arm Lamp,12/28/2020,Standard Class
San Diego,United States,CK-12595,Clytie Kelty,12/26/2018,CA-2018-106264,92024,FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",12/30/2018,Standard Class
San Diego,United States,MS-17530,MaryBeth Skach,11/4/2018,CA-2018-149244,92037,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",11/8/2018,Standard Class
San Diego,United States,RD-19900,Ruben Dartt,11/10/2018,CA-2018-158372,92037,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,11/16/2018,Standard Class
San Francisco,United States,CM-12115,Chad McGuire,10/2/2021,CA-2021-137414,94109,FUR-FU-10001424,Dax Clear Box Frame,10/6/2021,Standard Class
San Francisco,United States,LP-17080,Liz Pelletier,11/11/2020,CA-2020-116722,94110,FUR-FU-10001934,Magnifier Swing Arm Lamp,11/16/2020,Standard Class
San Francisco,United States,CL-11890,Carl Ludwig,12/1/2020,US-2020-150035,94122,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,12/5/2020,Standard Class
Edmonds,United States,BS-11755,Bruce Stewart,12/29/2021,CA-2021-130631,98026,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,1/2/2022,Standard Class
Kent,United States,JC-15385,Jenna Caffey,7/8/2021,CA-2021-108560,98031,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",7/15/2021,Standard Class
Seattle,United States,BN-11515,Bradley Nguyen,9/17/2018,CA-2018-103940,98103,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",9/21/2018,Standard Class
Seattle,United States,JF-15295,Jason Fortune-,5/15/2021,US-2021-110604,98103,FUR-FU-10000076,24-Hour Round Wall Clock,5/20/2021,Standard Class
Citrus Heights,United States,MB-17305,Maria Bertelson,7/3/2021,CA-2021-169124,95610,FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",7/10/2021,Standard Class
Costa Mesa,United States,EH-13945,Eric Hoffmann,12/14/2019,CA-2019-114048,92627,FUR-FU-10004351,Staple-based wall hangings,12/18/2019,Standard Class
Los Angeles,United States,BD-11320,Bill Donatelli,8/15/2020,CA-2020-167241,90004,FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,8/22/2020,Standard Class
Los Angeles,United States,JF-15190,Jamie Frazer,4/2/2021,US-2021-123281,90008,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,4/7/2021,Standard Class
Los Angeles,United States,BD-11725,Bruce Degenhardt,9/28/2021,CA-2021-101574,90032,FUR-FU-10001706,Longer-Life Soft White Bulbs,10/4/2021,Standard Class
Los Angeles,United States,BD-11320,Bill Donatelli,11/27/2021,CA-2021-107125,90045,FUR-FU-10000732,Eldon 200 Class Desk Accessories,12/2/2021,Standard Class
Los Angeles,United States,LC-16885,Lena Creighton,11/16/2021,CA-2021-157448,90049,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,11/20/2021,Standard Class
Los Angeles,United States,LC-16885,Lena Creighton,11/16/2021,CA-2021-157448,90049,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,11/20/2021,Standard Class
Oxnard,United States,LW-17125,Liz Willingham,9/11/2018,CA-2018-112837,93030,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",9/16/2018,Standard Class
Roseville,United States,MB-18085,Mick Brown,11/16/2021,CA-2021-122945,95661,FUR-FU-10001196,DAX Cubicle Frames - 8x10,11/22/2021,Standard Class
San Diego,United States,BS-11665,Brian Stugart,11/17/2019,CA-2019-126725,92105,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,11/21/2019,Standard Class
San Francisco,United States,DN-13690,Duane Noonan,6/26/2020,CA-2020-114951,94109,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",7/3/2020,Standard Class
San Francisco,United States,KW-16570,Kelly Williams,11/20/2019,US-2019-158589,94109,FUR-FU-10001546,Dana Swing-Arm Lamps,11/24/2019,Standard Class
San Francisco,United States,LD-17005,Lisa DeCherney,5/23/2020,CA-2020-142762,94109,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",5/27/2020,Standard Class
San Francisco,United States,BW-11200,Ben Wallace,8/12/2018,CA-2018-109897,94122,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",8/16/2018,Standard Class
San Francisco,United States,TR-21325,Toby Ritter,12/1/2018,CA-2018-131051,94122,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",12/5/2018,Standard Class
San Jose,United States,HA-14905,Helen Abelman,12/12/2019,CA-2019-134075,95123,FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,12/16/2019,Standard Class
Westminster,United States,TC-21295,Toby Carlisle,7/14/2021,CA-2021-121048,92683,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",7/18/2021,Standard Class
Westminster,United States,TC-21295,Toby Carlisle,7/14/2021,CA-2021-121048,92683,FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",7/18/2021,Standard Class
Las Cruces,United States,DL-13330,Denise Leinenbach,11/3/2021,CA-2021-143329,88001,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,11/8/2021,Standard Class
West Jordan,United States,SC-20095,Sanjit Chand,11/8/2019,CA-2019-123568,84084,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",11/14/2019,Standard Class
Seattle,United States,GH-14425,Gary Hwang,6/17/2018,CA-2018-144414,98105,FUR-FU-10003981,Eldon Wave Desk Accessories,6/21/2018,Standard Class
Seattle,United States,JC-15775,John Castell,10/18/2019,CA-2019-127824,98115,FUR-FU-10002505,Eldon 100 Class Desk Accessories,10/22/2019,Standard Class
Bakersfield,United States,GM-14500,Gene McClure,5/6/2020,CA-2020-137393,93309,FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",5/10/2020,Standard Class
Los Angeles,United States,AG-10390,Allen Goldenen,9/7/2021,CA-2021-107244,90004,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",9/11/2021,Standard Class
Los Angeles,United States,PB-19150,Philip Brown,1/13/2019,CA-2019-137526,90004,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",1/17/2019,Standard Class
Los Angeles,United States,BG-11740,Bruce Geld,8/30/2020,CA-2020-165995,90008,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",9/6/2020,Standard Class
Los Angeles,United States,BP-11230,Benjamin Patterson,4/20/2018,CA-2018-101462,90045,FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",4/25/2018,Standard Class
San Diego,United States,JE-15475,Jeremy Ellison,12/18/2020,CA-2020-133795,92037,FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",12/24/2020,Standard Class
San Diego,United States,BS-11665,Brian Stugart,11/17/2019,CA-2019-126725,92105,FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",11/21/2019,Standard Class
San Francisco,United States,GA-14515,George Ashbrook,6/19/2021,CA-2021-138870,94109,FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",6/23/2021,Standard Class
San Francisco,United States,RB-19360,Raymond Buch,7/14/2020,CA-2020-109953,94122,FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,7/18/2020,Standard Class
Los Angeles,United States,CK-12595,Clytie Kelty,4/8/2020,CA-2020-124233,90032,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",4/14/2020,Standard Class
San Diego,United States,RD-19900,Ruben Dartt,11/10/2018,CA-2018-158372,92037,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",11/16/2018,Standard Class
San Francisco,United States,JF-15565,Jill Fjeld,6/25/2019,CA-2019-137750,94110,FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,6/30/2019,Standard Class
San Francisco,United States,MB-17305,Maria Bertelson,10/8/2019,CA-2019-168529,94122,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",10/12/2019,Standard Class
San Francisco,United States,RD-19480,Rick Duston,9/15/2021,US-2021-116652,94122,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",9/19/2021,Standard Class
San Jose,United States,RM-19375,Raymond Messe,7/7/2020,CA-2020-100965,95123,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",7/11/2020,Standard Class
Provo,United States,CA-12265,Christina Anderson,9/14/2019,CA-2019-120362,84604,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",9/19/2019,Standard Class
Seattle,United States,JE-15715,Joe Elijah,12/25/2020,CA-2020-105081,98115,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",12/30/2020,Standard Class
Lakewood,United States,TZ-21580,Tracy Zic,12/4/2019,CA-2019-119508,90712,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",12/9/2019,Standard Class
Los Angeles,United States,MS-17365,Maribeth Schnelling,11/26/2020,CA-2020-107104,90045,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",11/30/2020,Standard Class
Pasadena,United States,RF-19840,Roy Französisch,12/12/2020,CA-2020-136686,91104,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",12/16/2020,Standard Class
San Diego,United States,LT-17110,Liz Thompson,11/2/2019,CA-2019-168207,92105,FUR-FU-10004909,Contemporary Wood/Metal Frame,11/6/2019,Standard Class
Orem,United States,TM-21010,Tamara Manning,5/31/2019,CA-2019-147788,84057,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,6/4/2019,Standard Class
Los Angeles,United States,CB-12415,Christy Brittain,1/23/2020,CA-2020-113656,90036,FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",1/29/2020,Standard Class
Los Angeles,United States,SV-20785,Stewart Visinsky,10/20/2019,CA-2019-149097,90045,FUR-FU-10003424,Nu-Dell Oak Frame,10/24/2019,Standard Class
